Company Name,Website,Email Domain,Industry,Sub-Industry,Employee Count,Revenue,Region,HQ Location,Solution Interest,Lead Source,Contact Role/Title,Tech Stack Signals,Annual Board Meetings,Compliance Certifications,Intent Score,Last Marketing Touch,Lead Owner,Parent Company,Account Tier,SFDC Account ID,Status,Employee_Count_Clean,Revenue_Clean,Region_Clean,Last_Marketing_Touch_Clean,Website_Clean,Tech_Stack_Clean,SFDC_Account_ID_Clean,Lead_Owner_Clean,Intent_Score_Clean,Firmographic_Score,Solution_Fit_Score,Intent_Signals_Score,Tech_Compliance_Score,Total_ICP_Score,ICP_Archetype,Priority_Tier
Pied Piper_301,piedpiper_301.com,piedpiper_301.net,Technology,Law Firm,"500-1,000",$1B,APAC,NY,Risk,Partner,Board Secretary,Google Workspace,1,"PCI DSS, HIPAA",high,2025-08-21,Jane Doe,,Enterprise,1138884.0,Lost,"500-1,000",$1000M,APAC,2025-08-21,piedpiper_301.com,Google Workspace,1138884.0,Jane Doe,,34,25,7,10,76,Enterprise_Risk_Management,High
Zorg Industries_323,zorgindustries_323.net,zorgindustries_323.net,Government,Fin Serv,"500-1,000",$100M,Unknown,"San Francisco, USA",Risk,Event,Director of Security,"O365, HubSpot, Oracle",0,"None, GDPR, PCI DSS",48,2025-03-22,—,Zorg Holdings,Tier 3,1458482.0,Open,"500-1,000",$100M,Unknown,2025-03-22,zorgindustries_323.net,"O365, Hubspot, Oracle",1458482.0,—,48.0,31,22,11,12,76,Board_Governance,High
Zorg Industries_444,zorgindustries_444.io,zorgindustries_444.net,Energy,NGO,500 to 1000,USD 250M,,"Austin, USA",Audit,Event,CFO,"ServiceNow, Oracle",3,,85,2025-08-23,Priya Patel,Zorg Holdings,C,1910077.0,Lost,500-1000,$250M,Unknown,2025-08-23,zorgindustries_444.io,"Servicenow, Oracle",1910077.0,Priya Patel,85.0,37,12,19,8,76,Enterprise_Risk_Management,High
Shinra Electric_613,https://www.shinraelectric_613.com,shinraelectric_613.net,Financial Services,Higher Ed,five hundred,USD 250M,DACH,"Munich, DE",Audit,Inbound,Legal Counsel,"ServiceNow, Okta",1,SOX,55,"February 15, 2025",,,A,1894601.0,Open,"500-1,000",$250M,DACH,2025-02-15,shinraelectric_613.com,"Servicenow, Okta",1894601.0,Unassigned,55.0,37,15,9,15,76,Enterprise_Risk_Management,High
Goodman Group_697,goodmangroup_697.net,goodmangroup_697.com,Legal,Insurance,1000+,$5M,DACH,,Risk,Web,Board Secretary,"Salesforce, Netsuite",3-4,"PCI DSS, GDPR",17,"December 30, 2024",Alex Lee,,Tier 2,1145949.0,Lost,1000+,$5M,DACH,2024-12-30,goodmangroup_697.net,"Salesforce, Netsuite",1145949.0,Alex Lee,17.0,29,25,7,15,76,Enterprise_Risk_Management,High
Luthor Enterprises_742,luthorenterprises_742.net,luthorenterprises_742.io,Manufacturing,Semiconductors,approx 800,$20M,AMS,"Sydney, AU",Boards,Purchased,Legal Counsel,"O365, Okta, SFDC, ",4,"SOX, ISO27001, HIPAA",73,03/31/25,—,Global Holdings Ltd,Enterprise,1573602.0,Lost,"500-1,000",$20M,Americas,2025-03-31,luthorenterprises_742.net,"O365, Okta, Sfdc",1573602.0,—,73.0,30,20,11,15,76,Mid_Market_Compliance,High
Gekko & Co_754,gekkoco_754.io,gekkoco_754.com,Energy,Insurance,five hundred,$1B,EMEA,"London, UK",Compliance,Web,Legal Counsel,Netsuite,8,,100,"January 31, 2025",,Global Holdings Ltd,Tier 2,1958436.0,Won,"500-1,000",$1000M,EMEA,2025-01-31,gekkoco_754.io,Netsuite,1958436.0,Unassigned,100.0,37,22,14,3,76,Mid_Market_Compliance,High
Oceanic Airlines_27,oceanicairlines_27.co,oceanicairlines_27.com,Manufacturing,Banking,1000+,$20M,UKI,"London, UK",Compliance,Inbound,Chief Risk Officer,Workday; Databricks,five,"ISO27001, SOX",high,"July 01, 2025",John Smith,,B,1681776.0,Won,1000+,$20M,UK & Ireland,2025-07-01,oceanicairlines_27.co,"Workday, Databricks",1681776.0,John Smith,,33,22,5,15,75,Enterprise_Risk_Management,High
Oscorp_116,oscorp_116.net,oscorp_116.co,Healthcare,K-12,five hundred,5000000,,"London, UK",Risk,Purchased,Chief Risk Officer,"Eloqua, Snowflake, Workday",unknown,ISO27001,55,2025-04-09,Alex Lee,Global Holdings Ltd,Tier 1,1821507.0,Lost,"500-1,000",$5M,Unknown,2025-04-09,oscorp_116.net,"Eloqua, Snowflake, Workday",1821507.0,Alex Lee,55.0,26,25,9,15,75,Enterprise_Risk_Management,High
Gotham Transport_379,gothamtransport_379.com,gothamtransport_379.net,Legal,Fin Serv,"500-1,000",$100M,Unknown,Unknown,Risk,Partner,Audit Manager,Netsuite | Okta | Marketo,0,"ISO27001, GDPR, SOX",17,06/26/25,TBD,Private Equity HoldCo,SMB,1867728.0,Lost,"500-1,000",$100M,Unknown,2025-06-26,gothamtransport_379.com,"Netsuite, Okta, Marketo",1867728.0,Unassigned,17.0,34,18,8,15,75,Enterprise_Risk_Management,High
Sirius Ventures_397,siriusventures_397.net,siriusventures_397.io,Healthcare,Industrial,500 to 1000,$1B,Unknown,,Risk,Inbound,CFO,"Salesforce, Databricks",,"HIPAA, None",,"February 25, 2025",Chen Wu,,B,1112442.0,Lost,500-1000,$1000M,Unknown,2025-02-25,siriusventures_397.net,"Salesforce, Databricks",1112442.0,Chen Wu,,37,22,3,13,75,Enterprise_Risk_Management,High
Stark Industries_435,starkindustries_435.co,starkindustries_435.co,Healthcare,Financials,"500-1,000",€20M,MDO,"San Francisco, USA",Compliance,Referral,Board Secretary,Eloqua; Pardot,unknown,ISO27001,32,"July 26, 2025",Priya Patel,—,Enterprise,1541565.0,Won,"500-1,000",$20M,MEA,2025-07-26,starkindustries_435.co,"Eloqua, Pardot",1541565.0,Priya Patel,32.0,30,22,11,12,75,Mid_Market_Compliance,High
Gringotts Bank_476,gringottsbank_476.co,gringottsbank_476.com,Technology,NGO,1000+,unknown,APAC,"Mumbai, IN",Risk,Referral,IT Director,ServiceNow,8,"SOX, HIPAA",85,2025-05-04,Alex Lee,—,Tier 1,1744814.0,Lost,1000+,Unknown,APAC,2025-05-04,gringottsbank_476.co,Servicenow,1744814.0,Alex Lee,85.0,22,22,16,15,75,Enterprise_Risk_Management,High
Hyperion Corp_538,hyperioncorp_538.io,hyperioncorp_538.io,Technology,Law Firm,200-500,$1B,,"Dublin, IE",Audit,Partner,Legal Counsel,ServiceNow,4,"SOX, GDPR, None",85,"April 14, 2025",Chen Wu,Private Equity HoldCo,,1291673.0,Won,200-500,$1000M,Unknown,2025-04-14,hyperioncorp_538.io,Servicenow,1291673.0,Chen Wu,85.0,32,15,13,15,75,Mid_Market_Compliance,High
Monarch Solutions_646,monarchsolutions_646.io,monarchsolutions_646.io,Government,Financials,500 to 1000,USD 250M,MDO,"Mumbai, IN",Risk,Inbound,Legal Counsel,Pardot | Eloqua,0,GDPR,17,2025-05-23,Alex Lee,,Enterprise,1866663.0,Won,500-1000,$250M,MEA,2025-05-23,monarchsolutions_646.io,"Pardot, Eloqua",1866663.0,Alex Lee,17.0,34,25,6,10,75,Enterprise_Risk_Management,High
Kronos Group_10,kronosgroup_10.com,kronosgroup_10.io,Manufacturing,Financials,200-500,$20M,FR,"San Francisco, USA",Compliance,Referral,CFO,,>5,PCI DSS,85,2025-08-19,Test User,,C,1523333.0,Won,200-500,$20M,France,2025-08-19,kronosgroup_10.com,,1523333.0,Unassigned,85.0,28,19,20,7,74,Mid_Market_Compliance,High
Vehement Capital_61,https://www.vehementcapital_61.io,vehementcapital_61.net,Healthcare,SaaS,1000+,USD 250M,EMEA,"Toronto, CA",Risk,Purchased,Audit Manager,"Databricks, HubSpot, Slack",>5,,73,2025-01-01,Test User,Global Holdings Ltd,,1268144.0,Won,1000+,$250M,EMEA,2025-01-01,vehementcapital_61.io,"Databricks, Hubspot, Slack",1268144.0,Unassigned,73.0,40,18,11,5,74,Enterprise_Risk_Management,High
Sirius Ventures_151,siriusventures_151.net,siriusventures_151.co,Healthcare,NGO,50-200,USD 250M,AMS,Unknown,Risk,Referral,Board Secretary,Netsuite,3-4,,100,02/10/25,TBD,—,,1375989.0,Lost,50-200,$250M,Americas,2025-02-10,siriusventures_151.net,Netsuite,1375989.0,Unassigned,100.0,30,25,16,3,74,Enterprise_Risk_Management,High
Kronos Group_157,kronosgroup_157.co,kronosgroup_157.co,Legal,NGO,approx 800,€20M,UKI,"Austin, USA",Risk,Web,Audit Manager,Snowflake | Pardot | O365 | SFDC,6,"PCI DSS, HIPAA",61,2025-08-13,Jane Doe,,C,1226824.0,Lost,"500-1,000",$20M,UK & Ireland,2025-08-13,kronosgroup_157.co,"Snowflake, Pardot, O365, Sfdc",1226824.0,Jane Doe,61.0,30,18,14,12,74,Mid_Market_Compliance,High
Gekko & Co_279,gekkoco_279.net,gekkoco_279.net,Energy,Financials,200-500,"20,000,000 USD",DACH,"Toronto, CA",Compliance,Referral,Chief Risk Officer,Snowflake |  | HubSpot,3,"GDPR, ISO27001, PCI DSS",55,"January 28, 2025",TBD,,Enterprise,1620910.0,Lost,200-500,$20M,DACH,2025-01-28,gekkoco_279.net,"Snowflake, Hubspot",1620910.0,Unassigned,55.0,28,22,12,12,74,Mid_Market_Compliance,High
Luthor Enterprises_334,luthorenterprises_334.io,luthorenterprises_334.co,Financial Services,SaaS,200-500,$20M,,"London, UK",Risk,Web,VP Finance,Eloqua; Pardot; ; HubSpot,,"HIPAA, ISO27001",85,2025-07-17,Test User,Luthor Holdings,MM,1602234.0,Won,200-500,$20M,Unknown,2025-07-17,luthorenterprises_334.io,"Eloqua, Pardot, Hubspot",1602234.0,Unassigned,85.0,28,18,16,12,74,Mid_Market_Compliance,High
Wonka Industries_389,wonkaindustries_389.io,wonkaindustries_389.net,Energy,Utilities,"500-1,000",$100M,UKI,"San Francisco, USA",Compliance,Purchased,IT Director,HubSpot | Pardot,,"HIPAA, ISO27001, GDPR",55,"May 19, 2025",Priya Patel,—,C,1400935.0,Open,"500-1,000",$100M,UK & Ireland,2025-05-19,wonkaindustries_389.io,"Hubspot, Pardot",1400935.0,Priya Patel,55.0,34,19,9,12,74,Mid_Market_Compliance,High
Dunder Mifflin_393,dundermifflin_393.net,dundermifflin_393.net,Manufacturing,Higher Ed,1000+,$20M,APAC,"San Francisco, USA",Compliance,Inbound,Director of Security,,2,"GDPR, ISO27001",100,"July 07, 2025",Chen Wu,—,Enterprise,1980844.0,Won,1000+,$20M,APAC,2025-07-07,dundermifflin_393.net,,1980844.0,Chen Wu,100.0,33,19,15,7,74,Mid_Market_Compliance,High
Atlantic Holdings_470,atlanticholdings_470.co,atlanticholdings_470.com,Technology,Financials,50-200,USD 250M,APAC,"London, UK",Risk,Web,Board Secretary,"SAP, Databricks, Snowflake",3-4,"SOX, HIPAA, PCI DSS",73,2025-05-12,Jane Doe,Global Holdings Ltd,,1997355.0,Won,50-200,$250M,APAC,2025-05-12,atlanticholdings_470.co,"Sap, Databricks, Snowflake",1997355.0,Jane Doe,73.0,27,25,12,10,74,Enterprise_Risk_Management,High
Genco Pura_591,gencopura_591.io,gencopura_591.co,Retail,Biotech,five hundred,$1B,DACH,NY,Risk,Web,Director of Security,"Azure AD, Okta, Oracle",,"GDPR, SOX, None",32,04/19/25,Priya Patel,Global Holdings Ltd,Tier 3,,Lost,"500-1,000",$1000M,DACH,2025-04-19,gencopura_591.io,"Azure Ad, Okta, Oracle",Missing,Priya Patel,32.0,30,22,7,15,74,Enterprise_Risk_Management,High
Caprica Systems_753,capricasystems_753.net,capricasystems_753.io,Manufacturing,Pharma,500 to 1000,USD 250M,MDO,"Paris, FR",Risk,Web,Legal Counsel,Databricks,>5,GDPR,,"January 26, 2025",TBD,—,Tier 3,1447544.0,Open,500-1000,$250M,MEA,2025-01-26,capricasystems_753.net,Databricks,1447544.0,Unassigned,,37,25,4,8,74,Enterprise_Risk_Management,High
Cyberdyne Systems_818,cyberdynesystems_818.io,cyberdynesystems_818.net,Retail,Pharma,"500-1,000",$1B,MDO,"Sydney, AU",Compliance,Event,Chief Risk Officer,ServiceNow | SAP | Slack,8,SOX,low,2025-06-29,Priya Patel,,,1822548.0,Won,"500-1,000",$1000M,MEA,2025-06-29,cyberdynesystems_818.io,"Servicenow, Sap, Slack",1822548.0,Priya Patel,,30,22,7,15,74,Enterprise_Risk_Management,High
Acme Corp_903,http://acmecorp_903.com,acmecorp_903.co,Technology,Biotech,approx 800,$1B,AMS,Unknown,Boards,Event,General Counsel,Netsuite; Pardot; Eloqua; Salesforce,1,PCI DSS,high,"January 26, 2025",—,Private Equity HoldCo,C,1100226.0,Won,"500-1,000",$1000M,Americas,2025-01-26,acmecorp_903.com,"Netsuite, Pardot, Eloqua, Salesforce",1100226.0,—,,34,20,5,15,74,Board_Governance,High
Monarch Solutions_979,monarchsolutions_979.net,monarchsolutions_979.net,Energy,NGO,500 to 1000,$1B,EMEA,Unknown,Boards,Referral,Board Secretary,"SFDC, Salesforce, Marketo, HubSpot",2,,32,"February 13, 2025",Alex Lee,,Tier 3,1759835.0,Won,500-1000,$1000M,EMEA,2025-02-13,monarchsolutions_979.net,"Sfdc, Salesforce, Marketo, Hubspot",1759835.0,Alex Lee,32.0,37,20,9,8,74,Board_Governance,High
Monarch Solutions_17,https://www.monarchsolutions_17.com,monarchsolutions_17.net,Energy,NGO,50-200,$100M,EMEA,"San Francisco, USA",Boards,Web,CFO,"ServiceNow, Snowflake, Databricks",unknown,SOX,100,2025-03-27,—,Global Holdings Ltd,MM,1100024.0,Open,50-200,$100M,EMEA,2025-03-27,monarchsolutions_17.com,"Servicenow, Snowflake, Databricks",1100024.0,—,100.0,27,17,14,15,73,Board_Governance,High
Nakatomi Trading_140,nakatomitrading_140.net,nakatomitrading_140.io,Technology,SaaS,,$1B,MDO,"Austin, USA",Risk,Web,Director of Security,Salesforce | Oracle,,"GDPR, ISO27001",61,06/27/25,Priya Patel,Private Equity HoldCo,Tier 1,1934982.0,Lost,Unknown,$1000M,MEA,2025-06-27,nakatomitrading_140.net,"Salesforce, Oracle",1934982.0,Priya Patel,61.0,22,22,14,15,73,Enterprise_Risk_Management,High
Black Mesa_162,blackmesa_162.com,blackmesa_162.net,Technology,Pharma,1000+,€20M,Unknown,"Munich, DE",Boards,Referral,General Counsel,,,ISO27001,85,2025-06-13,—,—,Enterprise,1353220.0,Open,1000+,$20M,Unknown,2025-06-13,blackmesa_162.com,,1353220.0,—,85.0,30,20,16,7,73,Board_Governance,High
Oscorp_321,oscorp_321.io,oscorp_321.io,Healthcare,Semiconductors,500 to 1000,$5M,DACH,Unknown,Risk,Event,CIO,HubSpot | SAP | O365,8,"SOX, None",85,07/31/25,TBD,,MM,1960755.0,Open,500-1000,$5M,DACH,2025-07-31,oscorp_321.io,"Hubspot, Sap, O365",1960755.0,Unassigned,85.0,26,18,17,12,73,Enterprise_Risk_Management,High
Wonka Tech_438,http://wonkatech_438.net,wonkatech_438.co,Government,Insurance,50-200,$100M,DACH,,Risk,Referral,Board Secretary,Netsuite; Okta; Marketo,2,,85,2025-03-13,Test User,Wonka Holdings,B,1848597.0,Open,50-200,$100M,DACH,2025-03-13,wonkatech_438.net,"Netsuite, Okta, Marketo",1848597.0,Unassigned,85.0,24,25,16,8,73,Enterprise_Risk_Management,High
Omni Consumer Products_446,omniconsumerproducts_446.com,omniconsumerproducts_446.io,Manufacturing,NGO,1000+,$100M,,"Dublin, IE",Boards,Inbound,Director of Security,Marketo; Netsuite; Salesforce,4,HIPAA,32,"June 06, 2025",Test User,Omni Holdings,Tier 2,1474978.0,Won,1000+,$100M,Unknown,2025-06-06,omniconsumerproducts_446.com,"Marketo, Netsuite, Salesforce",1474978.0,Unassigned,32.0,37,17,6,13,73,Board_Governance,High
Black Mesa_448,blackmesa_448.co,blackmesa_448.co,Financial Services,Semiconductors,50-200,$5M,MDO,"New York, USA",Risk,Referral,Legal Counsel,SAP; Databricks; Azure AD; ServiceNow,1,"HIPAA, SOX",61,"January 23, 2025",Test User,,,1108915.0,Open,50-200,$5M,MEA,2025-01-23,blackmesa_448.co,"Sap, Databricks, Azure Ad, Servicenow",1108915.0,Unassigned,61.0,19,25,14,15,73,Enterprise_Risk_Management,High
Shinra Electric_458,shinraelectric_458.com,shinraelectric_458.com,Healthcare,Pharma,five hundred,5000000,DACH,"Austin, USA",Compliance,Inbound,Legal Counsel,Databricks; Pardot,4,ISO27001,92,01/05/25,Chen Wu,Private Equity HoldCo,Tier 3,1678104.0,Lost,"500-1,000",$5M,DACH,2025-01-05,shinraelectric_458.com,"Databricks, Pardot",1678104.0,Chen Wu,92.0,26,22,13,12,73,Mid_Market_Compliance,High
Initech_527,initech_527.net,initech_527.io,Legal,SaaS,"500-1,000",€20M,UKI,"San Francisco, USA",Compliance,Partner,VP Finance,Okta; Google Workspace; Slack; HubSpot,1,ISO27001,85,02/09/25,Chen Wu,,MM,1212073.0,Won,"500-1,000",$20M,UK & Ireland,2025-02-09,initech_527.net,"Okta, Google Workspace, Slack, Hubspot",1212073.0,Chen Wu,85.0,30,15,13,15,73,Mid_Market_Compliance,High
Tyrell Corp_611,tyrellcorp_611.net,tyrellcorp_611.io,Healthcare,NGO,"500-1,000",$5M,AMS,"London, UK",Boards,Event,Chief Risk Officer,Azure AD; O365; SFDC,3,ISO27001,85,"July 07, 2025",,Tyrell Holdings,Tier 2,1901734.0,Open,"500-1,000",$5M,Americas,2025-07-07,tyrellcorp_611.net,"Azure Ad, O365, Sfdc",1901734.0,Unassigned,85.0,26,20,17,10,73,Enterprise_Risk_Management,High
Hyperion Corp_758,hyperioncorp_758.io,hyperioncorp_758.com,Energy,Law Firm,500 to 1000,€20M,,Unknown,Compliance,Web,General Counsel,Netsuite | SAP | Okta,2,PCI DSS,,06/20/25,John Smith,—,MM,1877040.0,Open,500-1000,$20M,Unknown,2025-06-20,hyperioncorp_758.io,"Netsuite, Sap, Okta",1877040.0,John Smith,,30,22,6,15,73,Mid_Market_Compliance,High
Omni Consumer Products_786,omniconsumerproducts_786.co,omniconsumerproducts_786.net,Retail,Banking,"500-1,000",$1B,,"Paris, FR",Risk,Event,General Counsel,Azure AD | Slack | Eloqua | Databricks,0,PCI DSS,5,2025-03-27,Jane Doe,Omni Holdings,Enterprise,1308633.0,Open,"500-1,000",$1000M,Unknown,2025-03-27,omniconsumerproducts_786.co,"Azure Ad, Slack, Eloqua, Databricks",1308633.0,Jane Doe,5.0,30,25,8,10,73,Enterprise_Risk_Management,High
Pendragon Ltd_901,pendragonltd_901.io,pendragonltd_901.io,Manufacturing,Fin Serv,approx 800,USD 250M,APAC,Unknown,Boards,Purchased,IT Director,"Oracle, Google Workspace, Teams",3-4,PCI DSS,48,"March 30, 2025",TBD,Global Holdings Ltd,MM,1832021.0,Open,"500-1,000",$250M,APAC,2025-03-30,pendragonltd_901.io,"Oracle, Google Workspace, Teams",1832021.0,Unassigned,48.0,37,17,9,10,73,Board_Governance,High
Nakatomi Trading_908,nakatomitrading_908.co,nakatomitrading_908.co,Energy,Law Firm,five hundred,$1B,EMEA,"Munich, DE",Audit,Purchased,Head of Compliance,"Databricks, Okta",2,ISO27001,100,02/04/25,John Smith,—,Tier 2,1845432.0,Open,"500-1,000",$1000M,EMEA,2025-02-04,nakatomitrading_908.co,"Databricks, Okta",1845432.0,John Smith,100.0,37,8,13,15,73,Enterprise_Risk_Management,High
Genco Pura_930,gencopura_930.net,gencopura_930.com,Technology,Banking,five hundred,$100M,,"Dubai, AE",Risk,Purchased,CFO,"Okta, Azure AD, Slack, Snowflake",2,"HIPAA, PCI DSS",low,"July 24, 2025",Chen Wu,Private Equity HoldCo,C,1914334.0,Open,"500-1,000",$100M,Unknown,2025-07-24,gencopura_930.net,"Okta, Azure Ad, Slack, Snowflake",1914334.0,Chen Wu,,31,22,5,15,73,Enterprise_Risk_Management,High
Caprica Systems_35,https://www.http://capricasystems_35.com,capricasystems_35.co,Financial Services,NGO,"500-1,000",$1B,DACH,,Risk,Partner,Head of Compliance,"Slack, HubSpot, Salesforce",4,,48,2025-02-16,—,—,Tier 3,,Open,"500-1,000",$1000M,DACH,2025-02-16,http://capricasystems_35.com,"Slack, Hubspot, Salesforce",Missing,—,48.0,37,18,9,8,72,Enterprise_Risk_Management,High
Gekko & Co_92,gekkoco_92.net,gekkoco_92.net,Education,NGO,500 to 1000,USD 250M,MDO,"Dublin, IE",Compliance,Purchased,Director of Security,"Databricks, ServiceNow",8,"None, ISO27001, HIPAA",32,07/06/25,John Smith,Gekko Holdings,Tier 2,1111044.0,Open,500-1000,$250M,MEA,2025-07-06,gekkoco_92.net,"Databricks, Servicenow",1111044.0,John Smith,32.0,30,19,8,15,72,Board_Governance,High
Wonka Industries_113,wonkaindustries_113.net,wonkaindustries_113.com,Government,Utilities,500 to 1000,$1B,APAC,"Berlin, DE",Compliance,Web,Director of Security,Snowflake; HubSpot,3,"PCI DSS, HIPAA",5,2025-05-16,Jane Doe,Wonka Holdings,B,1308964.0,Open,500-1000,$1000M,APAC,2025-05-16,wonkaindustries_113.net,"Snowflake, Hubspot",1308964.0,Jane Doe,5.0,34,19,7,12,72,Board_Governance,High
Genco Pura_218,gencopura_218.co,gencopura_218.net,Technology,NGO,five hundred,5000000,APAC,Unknown,Compliance,Web,General Counsel,Salesforce; Snowflake,4,"PCI DSS, ISO27001, SOX",61,"February 09, 2025",Alex Lee,,Tier 3,,Lost,"500-1,000",$5M,APAC,2025-02-09,gencopura_218.co,"Salesforce, Snowflake",Missing,Alex Lee,61.0,23,22,12,15,72,Mid_Market_Compliance,High
Paper Street Co_252,paperstreetco_252.co,paperstreetco_252.co,Energy,SaaS,1000+,$1B,MDO,"New York, USA",Boards,Referral,Head of Compliance,"Workday, Teams",6,GDPR,medium,05/14/25,TBD,Global Holdings Ltd,B,1601499.0,Won,1000+,$1000M,MEA,2025-05-14,paperstreetco_252.co,"Workday, Teams",1601499.0,Unassigned,,40,13,6,13,72,Board_Governance,High
Goodman Group_358,goodmangroup_358.com,goodmangroup_358.com,Financial Services,Pharma,"500-1,000",5000000,Unknown,"Sydney, AU",Risk,Partner,VP Finance,ServiceNow; Oracle,6,ISO27001,85,2025-04-19,,Private Equity HoldCo,Tier 3,1527022.0,Lost,"500-1,000",$5M,Unknown,2025-04-19,goodmangroup_358.com,"Servicenow, Oracle",1527022.0,Unassigned,85.0,26,18,13,15,72,Enterprise_Risk_Management,High
Clampett Oil_400,clampettoil_400.io,clampettoil_400.net,Government,Financials,200-500,$100M,DACH,"Dubai, AE",Boards,Event,Board Secretary,Oracle; Snowflake; Google Workspace,6,PCI DSS,61,05/30/25,Priya Patel,—,Enterprise,1325873.0,Open,200-500,$100M,DACH,2025-05-30,clampettoil_400.io,"Oracle, Snowflake, Google Workspace",1325873.0,Priya Patel,61.0,29,20,13,10,72,Board_Governance,High
